subscription_id,user_id,plan_name,monthly_fee,start_date,end_date,subscription_status
1223,1223,Basic,29,2026-11-08,,Active
1224,1224,Basic,29,2026-01-11,,Active
1225,1225,Basic,29,2026-03-14,,Active
1226,1226,Basic,29,2026-08-07,,Active
1227,1227,Basic,29,2026-07-14,,Active
1228,1228,Basic,29,2026-12-15,,Active
1229,1229,Basic,29,2026-08-16,,Active
1230,1230,Pro,45,2026-10-07,,Active
1231,1231,Enterprise,79,2026-07-20,,Active
1232,1232,Enterprise,79,2026-05-20,,Active
1233,1233,Pro,45,2026-01-30,,Active
1234,1234,Pro,45,2026-08-01,,Active
1235,1235,Pro,45,2026-12-29,,Active
1236,1236,Basic,29,2026-07-03,,Active
1237,1237,Basic,29,2026-01-16,,Active
1238,1238,Enterprise,79,2026-05-02,,Active
1239,1239,Enterprise,79,2026-01-23,,Active
1240,1240,Basic,29,2026-03-03,,Active
1241,1241,Basic,29,2026-07-01,2026-10-17,Cancelled
1242,1242,Basic,29,2026-10-26,2026-12-13,Cancelled
1243,1243,Basic,29,2026-10-15,2026-11-10,Cancelled
1244,1244,Basic,29,2026-05-05,2026-05-28,Cancelled
1245,1245,Basic,29,2026-07-03,,Active
1246,1246,Basic,29,2026-02-02,,Active
1247,1247,Enterprise,79,2026-09-18,,Active
1248,1248,Basic,29,2026-03-05,,Active
1249,1249,Basic,29,2026-08-10,2026-09-11,Cancelled
1250,1250,Basic,29,2026-02-26,,Active
1251,1251,Pro,45,2026-12-02,,Active
1252,1252,Basic,29,2026-09-04,,Active
1253,1253,Basic,29,2026-08-01,,Active
1254,1254,Pro,45,2026-01-06,,Active
1255,1255,Enterprise,79,2026-06-27,2026-10-21,Cancelled
1256,1256,Basic,29,2026-02-14,,Active
1257,1257,Pro,45,2026-09-25,2026-11-24,Cancelled
1258,1258,Pro,45,2026-02-04,2026-02-27,Cancelled
1259,1259,Enterprise,79,2026-02-08,,Active
1260,1260,Basic,29,2026-08-03,,Active
1261,1261,Pro,45,2026-06-10,,Active
1262,1262,Pro,45,2026-07-17,,Active
1263,1263,Pro,45,2026-01-13,,Active
1264,1264,Basic,29,2026-08-04,,Active
1265,1265,Pro,45,2026-09-05,,Active
1266,1266,Basic,29,2026-10-03,,Active
1267,1267,Pro,45,2026-11-22,,Active
1268,1268,Basic,29,2026-03-01,,Active
1269,1269,Basic,29,2026-02-20,,Active
1270,1270,Basic,29,2026-10-10,2026-11-22,Cancelled
1271,1271,Basic,29,2026-01-09,,Active
1272,1272,Basic,29,2026-02-25,2026-12-01,Cancelled
1273,1273,Basic,29,2026-02-09,,Active
1274,1274,Basic,29,2026-09-04,,Active
1275,1275,Basic,29,2026-08-24,,Active
1276,1276,Basic,29,2026-01-02,,Active
1277,1277,Basic,29,2026-07-18,,Active
1278,1278,Basic,29,2026-10-10,,Active
1279,1279,Basic,29,2026-09-11,,Active
1280,1280,Basic,29,2026-03-18,2026-12-23,Cancelled
1281,1281,Basic,29,2026-05-02,,Active
1282,1282,Enterprise,79,2026-10-18,,Active
1283,1283,Basic,29,2026-05-26,,Active
1284,1284,Pro,45,2026-04-24,,Active
1285,1285,Basic,29,2026-06-16,,Active
1286,1286,Basic,29,2026-05-04,,Active
1287,1287,Basic,29,2026-04-21,,Active
1288,1288,Basic,29,2026-06-13,,Active
1289,1289,Basic,29,2026-01-19,,Active
1290,1290,Enterprise,79,2026-04-21,,Active
1291,1291,Basic,29,2026-01-15,,Active
1292,1292,Basic,29,2026-10-08,,Active
1293,1293,Basic,29,2026-01-19,2026-02-21,Cancelled
1294,1294,Pro,45,2026-01-12,,Active
1295,1295,Basic,29,2026-02-04,,Active
1296,1296,Basic,29,2026-12-10,,Active
1297,1297,Pro,45,2026-04-15,,Active
1298,1298,Pro,45,2026-12-11,,Active
1299,1299,Basic,29,2026-09-14,,Active
1300,1300,Basic,29,2026-05-18,,Active
1301,1301,Enterprise,79,2026-01-24,,Active
1302,1302,Basic,29,2026-03-23,,Active
1303,1303,Basic,29,2026-03-01,2026-08-15,Cancelled
1304,1304,Basic,29,2026-03-20,,Active
1305,1305,Basic,29,2026-09-09,,Active
1306,1306,Basic,29,2026-04-14,,Active
1307,1307,Basic,29,2026-06-17,,Active
1308,1308,Basic,29,2026-01-20,,Active
1309,1309,Pro,45,2026-07-25,2026-10-15,Cancelled
1310,1310,Pro,45,2026-02-14,,Active
1311,1311,Pro,45,2026-09-29,,Active
1312,1312,Basic,29,2026-09-05,,Active
1313,1313,Pro,45,2026-07-05,,Active
1314,1314,Basic,29,2026-05-09,,Active
1315,1315,Basic,29,2026-04-13,,Active
1316,1316,Basic,29,2026-01-01,,Active
1317,1317,Basic,29,2026-10-21,,Active
1318,1318,Basic,29,2026-09-15,,Active
1319,1319,Basic,29,2026-04-15,,Active
1320,1320,Basic,29,2026-05-19,,Active
1321,1321,Basic,29,2026-02-11,,Active
1322,1322,Enterprise,79,2026-04-14,,Active
1323,1323,Pro,45,2026-03-16,,Active
1324,1324,Basic,29,2026-04-23,,Active
1325,1325,Basic,29,2026-08-31,,Active
1326,1326,Basic,29,2026-03-26,,Active
1327,1327,Basic,29,2026-04-08,2026-11-23,Cancelled
1328,1328,Basic,29,2026-10-12,,Active
1329,1329,Pro,45,2026-11-12,,Active
1330,1330,Basic,29,2026-05-01,,Active
1331,1331,Basic,29,2026-06-11,,Active
1332,1332,Pro,45,2026-02-07,,Active
1333,1333,Basic,29,2026-06-09,,Active
1334,1334,Enterprise,79,2026-12-19,,Active
1335,1335,Enterprise,79,2026-01-21,,Active
1336,1336,Pro,45,2026-06-28,,Active
1337,1337,Pro,45,2026-08-08,,Active
1338,1338,Basic,29,2026-10-15,,Active
1339,1339,Pro,45,2026-11-09,,Active
1340,1340,Pro,45,2026-07-03,,Active
1341,1341,Pro,45,2026-11-15,,Active
1342,1342,Pro,45,2026-06-17,,Active
1343,1343,Basic,29,2026-03-19,,Active
1344,1344,Pro,45,2026-05-30,,Active
1345,1345,Basic,29,2026-02-16,,Active
1346,1346,Basic,29,2026-07-01,,Active
1347,1347,Pro,45,2026-03-23,,Active
1348,1348,Basic,29,2026-10-07,2026-10-09,Cancelled
1349,1349,Basic,29,2026-12-25,,Active
1350,1350,Basic,29,2026-03-12,,Active
1351,1351,Pro,45,2026-05-16,,Active
1352,1352,Basic,29,2026-09-16,,Active
1353,1353,Enterprise,79,2026-11-05,,Active
1354,1354,Pro,45,2026-01-25,2026-07-04,Cancelled
1355,1355,Basic,29,2026-11-23,,Active
1356,1356,Enterprise,79,2026-08-05,,Active
1357,1357,Basic,29,2026-11-11,,Active
1358,1358,Pro,45,2026-05-20,,Active
1359,1359,Basic,29,2026-11-20,,Active
1360,1360,Basic,29,2026-06-20,,Active
1361,1361,Pro,45,2026-02-15,,Active
1362,1362,Basic,29,2026-05-19,,Active
1363,1363,Basic,29,2026-12-28,,Active
1364,1364,Basic,29,2026-09-11,,Active
1365,1365,Basic,29,2026-08-01,,Active
1366,1366,Basic,29,2026-12-18,,Active
1367,1367,Basic,29,2026-08-26,2026-10-09,Cancelled
1368,1368,Basic,29,2026-07-12,,Active
1369,1369,Pro,45,2026-01-11,,Active
1370,1370,Basic,29,2026-08-03,,Active
1371,1371,Pro,45,2026-02-15,,Active
1372,1372,Pro,45,2026-04-01,2026-05-21,Cancelled
1373,1373,Pro,45,2026-04-08,,Active
1374,1374,Basic,29,2026-09-12,,Active
1375,1375,Pro,45,2026-01-30,,Active
1376,1376,Enterprise,79,2026-04-28,2026-06-16,Cancelled
1377,1377,Enterprise,79,2026-07-30,,Active
1378,1378,Basic,29,2026-11-23,2026-12-06,Cancelled
1379,1379,Basic,29,2026-01-14,2026-08-08,Cancelled
1380,1380,Pro,45,2026-11-21,,Active
1381,1381,Basic,29,2026-07-12,,Active
1382,1382,Basic,29,2026-07-26,,Active
1383,1383,Basic,29,2026-11-11,2026-11-21,Cancelled
1384,1384,Enterprise,79,2026-12-27,,Active
1385,1385,Pro,45,2026-11-30,,Active
1386,1386,Enterprise,79,2026-12-26,,Active
1387,1387,Basic,29,2026-05-12,,Active
1388,1388,Pro,45,2026-04-30,,Active
1389,1389,Basic,29,2026-07-01,,Active
1390,1390,Basic,29,2026-04-18,,Active
1391,1391,Basic,29,2026-04-11,2026-08-21,Cancelled
1392,1392,Enterprise,79,2026-02-14,,Active
1393,1393,Basic,29,2026-10-06,,Active
1394,1394,Basic,29,2026-01-18,2026-05-22,Cancelled
1395,1395,Basic,29,2026-03-21,2026-06-30,Cancelled
1396,1396,Pro,45,2026-02-25,,Active
1397,1397,Basic,29,2026-04-25,,Active
1398,1398,Basic,29,2026-03-24,,Active
1399,1399,Enterprise,79,2026-09-13,,Active
1400,1400,Enterprise,79,2026-08-08,,Active
1401,1401,Pro,45,2026-11-06,,Active
1402,1402,Basic,29,2026-04-24,,Active
1403,1403,Basic,29,2026-04-04,,Active
1404,1404,Pro,45,2026-09-11,,Active
1405,1405,Basic,29,2026-09-19,,Active
1406,1406,Basic,29,2026-06-13,2026-08-13,Cancelled
1407,1407,Pro,45,2026-03-06,2026-11-26,Cancelled
1408,1408,Basic,29,2026-11-20,,Active
1409,1409,Pro,45,2026-12-18,2026-12-18,Cancelled
1410,1410,Enterprise,79,2026-08-18,,Active
1411,1411,Pro,45,2026-12-20,,Active
1412,1412,Basic,29,2026-10-25,,Active
1413,1413,Pro,45,2026-09-19,,Active
1414,1414,Basic,29,2026-07-11,,Active
1415,1415,Basic,29,2026-10-22,2026-11-12,Cancelled
1416,1416,Pro,45,2026-05-03,,Active
1417,1417,Pro,45,2026-12-23,,Active
1418,1418,Basic,29,2026-08-03,,Active
1419,1419,Basic,29,2026-01-03,,Active
1420,1420,Pro,45,2026-11-19,,Active
1421,1421,Basic,29,2026-02-03,,Active
1422,1422,Pro,45,2026-11-05,,Active
1423,1423,Basic,29,2026-09-25,,Active
1424,1424,Basic,29,2026-09-01,,Active
1425,1425,Basic,29,2026-07-08,,Active
1426,1426,Pro,45,2026-11-29,,Active
1427,1427,Basic,29,2026-03-11,2026-12-08,Cancelled
1428,1428,Pro,45,2026-03-11,,Active
1429,1429,Pro,45,2026-08-21,,Active
1430,1430,Basic,29,2026-06-12,,Active
1431,1431,Basic,29,2026-02-14,2026-11-16,Cancelled
1432,1432,Basic,29,2026-06-10,,Active
1433,1433,Pro,45,2026-08-07,,Active
1434,1434,Basic,29,2026-04-12,,Active
1435,1435,Basic,29,2026-06-09,2026-09-27,Cancelled
1436,1436,Basic,29,2026-02-20,,Active
1437,1437,Basic,29,2026-12-21,,Active
1438,1438,Pro,45,2026-03-02,,Active
1439,1439,Pro,45,2026-03-25,,Active
1440,1440,Basic,29,2026-06-04,,Active
1441,1441,Basic,29,2026-01-14,,Active
1442,1442,Basic,29,2026-12-01,2026-12-02,Cancelled
1443,1443,Basic,29,2026-08-23,,Active
1444,1444,Basic,29,2026-11-01,2026-11-25,Cancelled
1445,1445,Basic,29,2026-08-12,2026-08-23,Cancelled
1446,1446,Basic,29,2026-12-19,,Active
1447,1447,Pro,45,2026-10-05,,Active
1448,1448,Basic,29,2026-07-05,,Active
1449,1449,Basic,29,2026-08-19,,Active
1450,1450,Pro,45,2026-01-23,,Active
1451,1451,Basic,29,2026-08-08,,Active
1452,1452,Pro,45,2026-07-14,,Active
1453,1453,Pro,45,2026-02-01,,Active
1454,1454,Pro,45,2026-02-17,,Active
1455,1455,Basic,29,2026-11-08,,Active
1456,1456,Basic,29,2026-06-19,,Active
1457,1457,Pro,45,2026-03-06,2026-04-23,Cancelled
1458,1458,Basic,29,2026-03-23,,Active
1459,1459,Basic,29,2026-01-04,2026-01-10,Cancelled
1460,1460,Pro,45,2026-02-06,,Active
1461,1461,Enterprise,79,2026-09-05,,Active
1462,1462,Basic,29,2026-08-15,,Active
1463,1463,Basic,29,2026-03-01,,Active
1464,1464,Basic,29,2026-10-25,,Active
1465,1465,Enterprise,79,2026-03-07,,Active
1466,1466,Enterprise,79,2026-05-06,,Active
1467,1467,Basic,29,2026-04-28,,Active
1468,1468,Basic,29,2026-05-18,,Active
1469,1469,Enterprise,79,2026-10-04,,Active
1470,1470,Pro,45,2026-05-16,,Active
1471,1471,Basic,29,2026-12-07,,Active
1472,1472,Pro,45,2026-01-03,,Active
1473,1473,Pro,45,2026-01-14,,Active
1474,1474,Pro,45,2026-12-02,,Active
1475,1475,Basic,29,2026-12-06,,Active
1476,1476,Basic,29,2026-02-02,2026-09-29,Cancelled
1477,1477,Basic,29,2026-11-28,,Active
1478,1478,Enterprise,79,2026-05-23,,Active
1479,1479,Basic,29,2026-02-27,,Active
1480,1480,Basic,29,2026-09-04,,Active
1481,1481,Basic,29,2026-08-09,2026-10-18,Cancelled
1482,1482,Basic,29,2026-02-03,,Active
1483,1483,Pro,45,2026-06-28,,Active
1484,1484,Enterprise,79,2026-01-21,,Active
1485,1485,Basic,29,2026-03-10,2026-08-14,Cancelled
1486,1486,Basic,29,2026-10-27,,Active
1487,1487,Basic,29,2026-03-02,,Active
1488,1488,Pro,45,2026-09-29,,Active
1489,1489,Basic,29,2026-07-01,,Active
1490,1490,Enterprise,79,2026-05-25,,Active
1491,1491,Basic,29,2026-06-13,,Active
1492,1492,Basic,29,2026-08-01,,Active
1493,1493,Basic,29,2026-10-11,2026-11-28,Cancelled
1494,1494,Pro,45,2026-01-16,,Active
1495,1495,Pro,45,2026-06-05,,Active
1496,1496,Basic,29,2026-10-19,,Active
1497,1497,Pro,45,2026-11-08,,Active
1498,1498,Pro,45,2026-02-01,,Active
1499,1499,Basic,29,2026-01-02,,Active
1500,1500,Enterprise,79,2026-05-27,2026-11-18,Cancelled
1501,1501,Basic,29,2026-06-05,,Active
1502,1502,Basic,29,2026-05-15,,Active
1503,1503,Pro,45,2026-07-14,,Active
1504,1504,Basic,29,2026-01-18,,Active
1505,1505,Basic,29,2026-09-20,,Active
1506,1506,Pro,45,2026-07-20,,Active
1507,1507,Pro,45,2026-03-04,,Active
1508,1508,Basic,29,2026-06-06,,Active
1509,1509,Basic,29,2026-07-14,,Active
1510,1510,Basic,29,2026-10-23,2026-11-27,Cancelled
1511,1511,Basic,29,2026-07-19,,Active
1512,1512,Pro,45,2026-06-28,,Active
1513,1513,Basic,29,2026-04-14,2026-09-25,Cancelled
1514,1514,Pro,45,2026-05-19,2026-09-15,Cancelled
1515,1515,Basic,29,2026-02-26,,Active
1516,1516,Basic,29,2026-11-15,,Active
1517,1517,Basic,29,2026-07-19,,Active
1518,1518,Pro,45,2026-04-10,2026-12-07,Cancelled
1519,1519,Pro,45,2026-08-10,,Active
1520,1520,Basic,29,2026-07-03,,Active
1521,1521,Basic,29,2026-06-04,,Active
1522,1522,Basic,29,2026-09-13,,Active
1523,1523,Basic,29,2026-05-07,,Active
1524,1524,Pro,45,2026-05-08,,Active
1525,1525,Basic,29,2026-06-29,2026-07-11,Cancelled
1526,1526,Basic,29,2026-09-14,,Active
1527,1527,Basic,29,2026-04-24,,Active
1528,1528,Pro,45,2026-08-08,2026-10-19,Cancelled
1529,1529,Basic,29,2026-12-24,,Active
1530,1530,Basic,29,2026-08-10,,Active
1531,1531,Basic,29,2026-06-12,,Active
1532,1532,Pro,45,2026-10-23,,Active
1533,1533,Basic,29,2026-04-22,,Active
1534,1534,Basic,29,2026-10-24,,Active
1535,1535,Basic,29,2026-06-09,,Active
1536,1536,Pro,45,2026-05-07,,Active
1537,1537,Enterprise,79,2026-12-10,,Active
1538,1538,Basic,29,2026-10-08,2026-11-19,Cancelled
1539,1539,Basic,29,2026-03-22,,Active
1540,1540,Pro,45,2026-06-29,2026-10-21,Cancelled
1541,1541,Basic,29,2026-10-08,,Active
1542,1542,Basic,29,2026-01-28,2026-10-17,Cancelled
1543,1543,Enterprise,79,2026-10-05,,Active
1544,1544,Basic,29,2026-10-06,,Active
1545,1545,Enterprise,79,2026-10-20,,Active
1546,1546,Pro,45,2026-04-13,,Active
1547,1547,Basic,29,2026-05-13,,Active
1548,1548,Basic,29,2026-02-27,,Active
1549,1549,Basic,29,2026-09-04,,Active
1550,1550,Pro,45,2026-08-24,,Active
1551,1551,Pro,45,2026-08-15,,Active
1552,1552,Basic,29,2026-09-08,,Active
1553,1553,Basic,29,2026-07-07,,Active
1554,1554,Enterprise,79,2026-02-28,2026-12-27,Cancelled
1555,1555,Pro,45,2026-12-18,,Active
1556,1556,Basic,29,2026-06-04,,Active
1557,1557,Basic,29,2026-11-06,,Active
1558,1558,Basic,29,2026-09-25,,Active
1559,1559,Enterprise,79,2026-11-19,,Active
1560,1560,Basic,29,2026-10-23,,Active
1561,1561,Enterprise,79,2026-07-05,,Active
1562,1562,Enterprise,79,2026-08-14,,Active
1563,1563,Pro,45,2026-11-09,,Active
1564,1564,Pro,45,2026-09-03,,Active
1565,1565,Pro,45,2026-04-17,,Active
1566,1566,Pro,45,2026-01-03,,Active
1567,1567,Pro,45,2026-04-29,,Active
1568,1568,Basic,29,2026-03-24,,Active
1569,1569,Pro,45,2026-03-23,,Active
1570,1570,Pro,45,2026-09-15,,Active
1571,1571,Basic,29,2026-12-29,2026-12-30,Cancelled
1572,1572,Basic,29,2026-05-03,,Active
1573,1573,Basic,29,2026-06-08,,Active
1574,1574,Pro,45,2026-10-06,,Active
1575,1575,Basic,29,2026-08-06,,Active
1576,1576,Basic,29,2026-04-05,,Active
1577,1577,Basic,29,2026-06-01,,Active
1578,1578,Pro,45,2026-02-09,,Active
1579,1579,Basic,29,2026-02-22,,Active
1580,1580,Pro,45,2026-04-27,,Active
1581,1581,Basic,29,2026-11-14,,Active
1582,1582,Basic,29,2026-05-02,,Active
1583,1583,Enterprise,79,2026-05-21,,Active
1584,1584,Pro,45,2026-09-07,,Active
1585,1585,Pro,45,2026-05-26,,Active
1586,1586,Pro,45,2026-05-10,,Active
1587,1587,Basic,29,2026-08-11,,Active
1588,1588,Basic,29,2026-06-30,,Active
1589,1589,Basic,29,2026-07-24,,Active
1590,1590,Basic,29,2026-11-18,,Active
1591,1591,Pro,45,2026-10-26,,Active
1592,1592,Basic,29,2026-10-28,2026-12-03,Cancelled
1593,1593,Pro,45,2026-05-08,,Active
1594,1594,Basic,29,2026-04-01,,Active
1595,1595,Basic,29,2026-11-20,2026-12-03,Cancelled
1596,1596,Pro,45,2026-03-19,,Active
1597,1597,Basic,29,2026-10-09,2026-11-19,Cancelled
1598,1598,Basic,29,2026-05-04,,Active
1599,1599,Basic,29,2026-01-07,,Active
1600,1600,Pro,45,2026-06-18,,Active
1601,1601,Basic,29,2026-01-07,,Active
1602,1602,Enterprise,79,2026-01-04,,Active
1603,1603,Pro,45,2026-09-14,2026-10-17,Cancelled
1604,1604,Basic,29,2026-10-16,,Active
1605,1605,Enterprise,79,2026-04-29,,Active
1606,1606,Basic,29,2026-12-12,,Active
1607,1607,Enterprise,79,2026-10-08,,Active
1608,1608,Basic,29,2026-07-04,,Active
1609,1609,Basic,29,2026-01-01,,Active
1610,1610,Basic,29,2026-09-17,,Active
1611,1611,Basic,29,2026-03-29,2026-07-02,Cancelled
1612,1612,Basic,29,2026-04-08,,Active
1613,1613,Basic,29,2026-08-13,,Active
1614,1614,Basic,29,2026-12-18,,Active
1615,1615,Basic,29,2026-03-04,,Active
1616,1616,Pro,45,2026-03-25,,Active
1617,1617,Basic,29,2026-12-13,,Active
1618,1618,Pro,45,2026-10-24,,Active
1619,1619,Pro,45,2026-06-27,,Active
1620,1620,Pro,45,2026-08-03,2026-09-20,Cancelled
1621,1621,Basic,29,2026-02-25,,Active
1622,1622,Basic,29,2026-07-23,,Active
1623,1623,Pro,45,2026-09-04,,Active
1624,1624,Enterprise,79,2026-11-30,,Active
1625,1625,Pro,45,2026-12-14,,Active
1626,1626,Basic,29,2026-05-02,,Active
1627,1627,Pro,45,2026-07-06,,Active
1628,1628,Pro,45,2026-06-01,,Active
1629,1629,Basic,29,2026-02-17,,Active
1630,1630,Basic,29,2026-01-05,,Active
1631,1631,Basic,29,2026-11-16,,Active
1632,1632,Basic,29,2026-05-13,,Active
1633,1633,Basic,29,2026-03-07,,Active
1634,1634,Pro,45,2026-08-23,,Active
1635,1635,Basic,29,2026-01-23,,Active
1636,1636,Enterprise,79,2026-09-17,,Active
1637,1637,Basic,29,2026-07-12,,Active
1638,1638,Pro,45,2026-08-24,,Active
1639,1639,Pro,45,2026-08-12,,Active
1640,1640,Enterprise,79,2026-01-16,,Active
1641,1641,Basic,29,2026-10-17,,Active
1642,1642,Pro,45,2026-04-24,2026-10-27,Cancelled
1643,1643,Basic,29,2026-04-18,,Active
1644,1644,Basic,29,2026-10-27,,Active
1645,1645,Pro,45,2026-05-10,,Active
1646,1646,Basic,29,2026-02-05,,Active
1647,1647,Pro,45,2026-07-08,,Active
1648,1648,Pro,45,2026-03-15,,Active
1649,1649,Basic,29,2026-08-29,,Active
1650,1650,Basic,29,2026-05-13,,Active
1651,1651,Basic,29,2026-08-27,,Active
1652,1652,Basic,29,2026-03-02,,Active
1653,1653,Basic,29,2026-11-12,,Active
1654,1654,Basic,29,2026-06-10,,Active
1655,1655,Basic,29,2026-08-12,,Active
1656,1656,Basic,29,2026-05-22,,Active
1657,1657,Basic,29,2026-04-06,2026-05-17,Cancelled
1658,1658,Basic,29,2026-03-30,,Active
1659,1659,Pro,45,2026-06-28,,Active
1660,1660,Pro,45,2026-01-23,,Active
1661,1661,Basic,29,2026-04-18,,Active
1662,1662,Basic,29,2026-06-03,2026-07-26,Cancelled
1663,1663,Pro,45,2026-02-26,,Active
1664,1664,Basic,29,2026-08-17,,Active
1665,1665,Basic,29,2026-04-07,,Active
1666,1666,Basic,29,2026-02-16,,Active
1667,1667,Basic,29,2026-07-04,,Active
1668,1668,Basic,29,2026-02-05,2026-12-26,Cancelled
1669,1669,Basic,29,2026-04-11,2026-07-17,Cancelled
1670,1670,Pro,45,2026-07-25,2026-10-22,Cancelled
1671,1671,Pro,45,2026-08-30,2026-11-22,Cancelled
1672,1672,Pro,45,2026-10-02,,Active
1673,1673,Basic,29,2026-12-11,,Active
1674,1674,Enterprise,79,2026-03-12,,Active
1675,1675,Basic,29,2026-06-26,,Active
1676,1676,Pro,45,2026-01-26,,Active
1677,1677,Basic,29,2026-05-20,,Active
1678,1678,Basic,29,2026-05-05,,Active
1679,1679,Basic,29,2026-04-20,,Active
1680,1680,Basic,29,2026-07-10,,Active
1681,1681,Enterprise,79,2026-10-27,,Active
1682,1682,Basic,29,2026-10-18,2026-10-18,Cancelled
1683,1683,Pro,45,2026-05-30,,Active
1684,1684,Pro,45,2026-07-17,,Active
1685,1685,Pro,45,2026-10-04,,Active
1686,1686,Basic,29,2026-02-15,,Active
1687,1687,Basic,29,2026-12-23,2026-12-24,Cancelled
1688,1688,Enterprise,79,2026-09-22,,Active
1689,1689,Pro,45,2026-06-08,2026-06-25,Cancelled
1690,1690,Pro,45,2026-08-22,,Active
1691,1691,Basic,29,2026-01-28,,Active
1692,1692,Basic,29,2026-03-06,,Active
1693,1693,Pro,45,2026-11-29,,Active
1694,1694,Basic,29,2026-03-19,,Active
1695,1695,Basic,29,2026-03-13,,Active
1696,1696,Basic,29,2026-02-25,,Active
1697,1697,Basic,29,2026-08-09,,Active
1698,1698,Basic,29,2026-12-17,,Active
1699,1699,Pro,45,2026-03-17,,Active
1700,1700,Pro,45,2026-07-25,,Active
1701,1701,Pro,45,2026-07-27,,Active
1702,1702,Basic,29,2026-04-01,,Active
1703,1703,Pro,45,2026-10-23,,Active
1704,1704,Pro,45,2026-04-20,,Active
1705,1705,Basic,29,2026-09-05,,Active
1706,1706,Pro,45,2026-04-10,,Active
1707,1707,Basic,29,2026-12-08,2026-12-21,Cancelled
1708,1708,Basic,29,2026-06-28,,Active
1709,1709,Basic,29,2026-07-25,,Active
1710,1710,Pro,45,2026-05-22,,Active
1711,1711,Basic,29,2026-06-02,,Active
1712,1712,Enterprise,79,2026-03-19,,Active
1713,1713,Basic,29,2026-06-22,,Active
1714,1714,Basic,29,2026-10-26,,Active
1715,1715,Pro,45,2026-12-04,,Active
1716,1716,Pro,45,2026-01-09,2026-02-01,Cancelled
1717,1717,Pro,45,2026-10-16,,Active
1718,1718,Basic,29,2026-07-04,,Active
1719,1719,Basic,29,2026-02-15,,Active
1720,1720,Enterprise,79,2026-11-26,,Active
1721,1721,Basic,29,2026-02-22,,Active
1722,1722,Basic,29,2026-12-28,2026-12-30,Cancelled
1723,1723,Basic,29,2026-05-14,,Active
1724,1724,Basic,29,2026-06-02,,Active
1725,1725,Basic,29,2026-11-04,,Active
1726,1726,Enterprise,79,2026-03-07,,Active
1727,1727,Basic,29,2026-09-10,2026-10-03,Cancelled
1728,1728,Enterprise,79,2026-10-23,,Active
1729,1729,Basic,29,2026-01-05,2026-11-10,Cancelled
1730,1730,Enterprise,79,2026-09-18,,Active
1731,1731,Basic,29,2026-05-15,,Active
1732,1732,Basic,29,2026-12-21,,Active
1733,1733,Enterprise,79,2026-03-10,,Active
1734,1734,Basic,29,2026-10-14,,Active
1735,1735,Pro,45,2026-09-03,,Active
1736,1736,Basic,29,2026-12-26,,Active
1737,1737,Basic,29,2026-01-20,,Active
1738,1738,Enterprise,79,2026-08-24,,Active
1739,1739,Enterprise,79,2026-03-10,,Active
1740,1740,Pro,45,2026-03-15,,Active
1741,1741,Basic,29,2026-08-22,2026-11-29,Cancelled
1742,1742,Basic,29,2026-09-12,,Active
1743,1743,Enterprise,79,2026-12-17,,Active
1744,1744,Basic,29,2026-01-05,,Active
1745,1745,Pro,45,2026-04-12,,Active
1746,1746,Pro,45,2026-05-02,,Active
1747,1747,Basic,29,2026-12-08,,Active
1748,1748,Basic,29,2026-03-01,,Active
1749,1749,Pro,45,2026-12-04,,Active
1750,1750,Pro,45,2026-02-06,,Active
1751,1751,Pro,45,2026-11-19,,Active
1752,1752,Pro,45,2026-06-18,,Active
1753,1753,Basic,29,2026-10-02,,Active
1754,1754,Basic,29,2026-01-06,,Active
1755,1755,Pro,45,2026-08-21,,Active
1756,1756,Basic,29,2026-01-07,2026-02-23,Cancelled
1757,1757,Pro,45,2026-08-04,2026-08-11,Cancelled
1758,1758,Basic,29,2026-12-20,,Active
1759,1759,Pro,45,2026-05-02,,Active
1760,1760,Basic,29,2026-12-16,,Active
1761,1761,Basic,29,2026-10-04,,Active
1762,1762,Basic,29,2026-11-17,,Active
1763,1763,Basic,29,2026-03-19,,Active
1764,1764,Pro,45,2026-07-23,,Active
1765,1765,Basic,29,2026-04-12,,Active
1766,1766,Pro,45,2026-06-23,,Active
1767,1767,Basic,29,2026-03-18,,Active
1768,1768,Pro,45,2026-12-03,,Active
1769,1769,Enterprise,79,2026-09-09,,Active
1770,1770,Basic,29,2026-01-16,,Active
1771,1771,Basic,29,2026-02-28,,Active
1772,1772,Basic,29,2026-02-01,,Active
1773,1773,Pro,45,2026-09-27,,Active
1774,1774,Basic,29,2026-03-30,,Active
1775,1775,Basic,29,2026-01-17,2026-04-07,Cancelled
1776,1776,Pro,45,2026-09-18,,Active
1777,1777,Pro,45,2026-01-27,,Active
1778,1778,Basic,29,2026-08-14,,Active
1779,1779,Enterprise,79,2026-12-22,,Active
1780,1780,Basic,29,2026-04-10,2026-04-20,Cancelled
1781,1781,Basic,29,2026-08-23,,Active
1782,1782,Basic,29,2026-10-16,,Active
1783,1783,Pro,45,2026-05-21,,Active
1784,1784,Enterprise,79,2026-03-26,,Active
1785,1785,Basic,29,2026-08-22,,Active
1786,1786,Basic,29,2026-02-11,,Active
1787,1787,Basic,29,2026-06-22,2026-11-25,Cancelled
1788,1788,Basic,29,2026-10-16,,Active
1789,1789,Basic,29,2026-04-28,,Active
1790,1790,Basic,29,2026-11-04,,Active
1791,1791,Basic,29,2026-12-04,,Active
1792,1792,Basic,29,2026-09-26,,Active
